"","Gene_Name","A","B","D","E","F","G","I (first)","K","L","O","V"
"1","BIO6",-0.686304431050403,-0.366734380972555,0.428302848713639,1.75869515168393,-0.362548538044238,-0.314671970114249,-0.0286383796198258,-0.192896773796321,-0.134057000164945,-0.516853921326337,0.415707394691305
"2","YAL001C",-0.809852485109247,-0.312177773589598,0.356918227453486,-0.196053674235013,0.229734690065131,-0.408947856385085,-1.36835410581463,-0.193288814726571,-0.812617344617689,1.99647991595988,1.51815922099933
"3","YAL002W",-0.557202826152171,-0.589575525558899,1.28804104003134,0.047087562773423,-0.265848531491617,-0.0608214352490044,-0.967257018637395,-0.298221230898345,-0.826975321208239,-0.190312232875917,2.42108551926683
"4","YAL003W",-0.430432320342679,0.163159969766935,2.70487163752353,-0.166112349214842,-0.286995885498563,-0.169720812984505,-0.994254784352571,-0.271208856506286,-0.871567016184019,-0.318118885511909,0.640379303304908
"5","YAL005C",0.409662388915645,1.13072669761073,-1.23576833579423,-0.738482605659687,-0.554194364492181,-0.40500864545182,-1.15532505591952,0.751911979655298,-0.737020000571056,1.68944184146777,0.844056100239051
"6","YAL007C",-1.16308328491182,-0.92683944985587,1.40934958569742,0.165132054402745,1.64559342075337,0.858113970566866,-0.795592874824787,0.474873971476102,-0.98983780587079,-0.701095340802406,0.0233857533691748
"7","YAL008W",-0.802570835500148,-0.0404172363201514,1.26159516227901,-0.96770411532248,0.0421494035910149,-0.218253076128817,-1.11378355516531,1.10916444244301,-1.22810659504231,0.31525444329718,1.64267196186901
"8","YAL009W",-0.200428457157363,-0.207449836229754,2.29216111354169,1.06341977587314,0.473623933792239,-0.0600008757095288,-1.15533601100263,0.14361911738983,-1.05001532491676,-0.677882234079997,-0.621711201500864
"9","YAL010C",-0.56229206347936,0.0990199860215226,1.2854916042437,1.94680365374458,0.37132494758071,0.060119277227353,-1.47645872014235,0.293523529992371,-0.970749505818141,-0.931848797023971,-0.11493391234641
"10","YAL011W",0.0550432879855475,0.312692721109387,0.750696757419914,-0.537550408199284,-0.370078276668788,-0.138193786857332,-1.00131938782219,-0.473138049918324,-1.02708433113458,-0.138193786857332,2.56712526094298
"11","YAL012W",-0.379204213485284,-0.248518015617475,2.68228065131964,-0.357780246621709,-0.473469667685016,-0.289223552658268,-0.563450328512033,-0.452045700821441,-0.544168758334815,-0.445618510762368,1.07119834317877
